"host_since","host_is_superhost","neighbourhood_cleansed","room_type","accommodates","price","review_scores_rating","number_of_reviews","minimum_nights","reviews_per_month","bedrooms","beds","availability_30","last_review","license","instant_bookable","prop_type_simplified","price_4_nights"
2012-09-01,FALSE,"Top 6-10","Entire home/apt",2,180,4.87,31,2,0.48,1,1,0,2018-04-15,"yes",FALSE,"Entire rental unit",720
2012-08-21,FALSE,"Top 6-10","Entire home/apt",2,190,5,1,2,0.01,2,2,0,2015-07-27,"no",FALSE,"Entire rental unit",760
2015-06-26,FALSE,"Top 5","Entire home/apt",4,115,4,1,1,0.01,2,3,0,2015-07-26,"no",FALSE,"Entire rental unit",460
2013-09-27,FALSE,"Top 11-15","Entire home/apt",4,225,4.75,25,4,0.57,2,2,30,2019-09-17,"no",FALSE,"Entire rental unit",900
2015-06-25,FALSE,"Top 11-15","Entire home/apt",4,110,5,19,3,0.26,2,4,0,2020-08-09,"yes",FALSE,"Entire rental unit",440
2013-04-19,FALSE,"Top 11-15","Entire home/apt",4,149,5,7,3,0.09,3,3,0,2015-10-20,"no",FALSE,"Entire residential home",596
2015-06-26,FALSE,"Top 11-15","Entire home/apt",4,220,4.43,8,2,0.11,2,4,0,2015-12-12,"no",FALSE,"Entire residential home",880
2015-05-26,FALSE,"Top 5","Entire home/apt",2,169,4.73,28,3,0.43,1,1,24,2019-07-23,"no",FALSE,"Entire rental unit",676
2015-06-27,FALSE,"Top 5","Private room",2,75,5,1,1,0.01,1,1,0,2015-07-07,"no",FALSE,"Private room in rental unit",300
2015-06-27,FALSE,"Top 5","Entire home/apt",4,210,4.89,27,3,0.4,2,2,0,2019-08-20,"no",FALSE,"Entire rental unit",840
2015-05-13,FALSE,"Top 11-15","Entire home/apt",4,115,4.78,9,4,0.15,4,4,0,2019-07-22,"no",FALSE,"Entire residential home",460
2015-06-27,FALSE,"Top 5","Entire home/apt",4,150,4.75,8,4,0.12,2,3,0,2017-07-31,"no",TRUE,"Entire rental unit",600
2014-07-13,FALSE,"Top 11-15","Entire home/apt",2,79,4.87,16,3,0.22,1,1,0,2016-03-08,"no",FALSE,"Entire rental unit",316
2014-12-01,FALSE,"Top 6-10","Entire home/apt",2,110,4.94,17,3,0.23,1,1,0,2019-05-27,"no",FALSE,"Entire rental unit",440
2014-08-06,FALSE,"Top 6-10","Entire home/apt",2,152,4.43,7,1,0.09,1,1,0,2019-10-20,"no",FALSE,"Entire rental unit",608
2013-03-30,FALSE,"Top 11-15","Entire home/apt",4,78,4.89,18,2,0.24,2,3,0,2020-08-01,"yes",FALSE,"Entire residential home",312
2014-02-27,FALSE,"Top 6-10","Entire home/apt",2,90,4.88,17,4,0.35,1,1,0,2017-09-10,"no",FALSE,"Entire rental unit",360
2013-05-11,FALSE,"Top 5","Entire home/apt",3,150,4.81,32,2,0.48,1,2,0,2017-07-24,"yes",FALSE,"Entire rental unit",600
2015-05-21,FALSE,"Top 5","Entire home/apt",4,278,4.8,20,2,0.37,2,2,0,2018-08-25,"no",TRUE,"Entire rental unit",1112
2015-06-12,FALSE,"Top 6-10","Entire home/apt",2,99,4.8,94,2,1.25,1,1,9,2020-02-16,"no",FALSE,"Entire rental unit",396
2013-06-22,TRUE,"Top 5","Entire home/apt",4,189,4.88,25,4,0.36,1,1,0,2018-09-12,"no",FALSE,"Entire residential home",756
2012-10-06,FALSE,"Top 5","Entire home/apt",4,170,4.5,5,2,0.07,3,3,0,2016-08-24,"no",FALSE,"Entire rental unit",680
2014-02-04,FALSE,"Top 5","Entire home/apt",2,90,4.65,43,2,0.61,1,1,0,2019-11-17,"yes",FALSE,"Entire rental unit",360
2014-01-26,FALSE,"Top 6-10","Entire home/apt",2,99,4.2,10,2,0.13,1,1,0,2016-02-17,"no",FALSE,"Entire rental unit",396
2015-06-30,FALSE,"Top 6-10","Entire home/apt",4,165,4.69,15,2,0.2,2,4,0,2018-01-29,"no",FALSE,"Entire rental unit",660
2015-06-30,FALSE,"Top 6-10","Entire home/apt",3,190,4.91,23,4,0.31,1,2,0,2016-09-25,"no",FALSE,"Entire rental unit",760
2015-06-30,FALSE,"Top 5","Entire home/apt",4,175,4.88,8,3,0.13,2,2,0,2017-06-30,"no",FALSE,"Entire rental unit",700
2013-06-25,FALSE,"Top 11-15","Entire home/apt",5,100,4.83,6,4,0.16,3,4,0,2019-07-27,"no",FALSE,"Entire residential home",400
2015-06-30,FALSE,"Top 5","Entire home/apt",2,110,4.75,29,3,0.39,1,1,0,2020-01-02,"no",FALSE,"Entire rental unit",440
2015-06-30,FALSE,"Top 5","Entire home/apt",2,110,4.75,8,3,0.15,1,1,0,2017-04-24,"no",FALSE,"Entire rental unit",440
2013-07-19,FALSE,"Top 5","Entire home/apt",4,229,5,5,3,0.08,3,2,0,2016-07-19,"no",FALSE,"Entire rental unit",916
2012-06-06,FALSE,"Top 5","Entire home/apt",4,164,5,3,4,0.04,4,4,0,2017-09-01,"no",TRUE,"Entire residential home",656
2011-08-05,FALSE,"Top 5","Entire home/apt",2,250,4.67,13,2,0.21,1,1,0,2016-03-06,"no",FALSE,"Entire rental unit",1000
2015-07-01,FALSE,"Top 5","Entire home/apt",4,159,4.86,7,4,0.14,2,2,0,2019-08-24,"yes",FALSE,"Entire townhouse",636
2014-09-04,TRUE,"Top 11-15","Private room",4,48,4.88,264,2,3.64,1,3,0,2020-02-09,"no",FALSE,"Other",192
2014-01-07,FALSE,"Top 6-10","Entire home/apt",2,111,4.6,10,2,0.14,2,1,0,2017-09-14,"no",FALSE,"Entire rental unit",444
2013-03-22,FALSE,"Top 6-10","Entire home/apt",2,150,4.5,6,2,0.11,1,1,0,2017-06-04,"no",FALSE,"Entire rental unit",600
2014-08-19,FALSE,"Top 5","Private room",2,50,5,1,4,0.02,1,1,0,2016-07-27,"no",FALSE,"Other",200
2012-09-10,FALSE,"Top 6-10","Entire home/apt",4,169,5,10,4,0.13,2,4,0,2018-08-07,"no",FALSE,"Entire rental unit",676
2015-06-29,FALSE,"Top 11-15","Entire home/apt",4,150,5,6,3,0.12,2,2,0,2017-02-28,"no",FALSE,"Entire rental unit",600
2015-03-26,FALSE,"Remaining","Private room",4,50,4.62,84,1,1.12,1,2,0,2017-03-26,"no",FALSE,"Private room in rental unit",200
2015-07-03,FALSE,"Top 5","Entire home/apt",3,550,4.85,33,2,0.5,2,2,29,2019-09-15,"no",FALSE,"Entire rental unit",2200
2015-07-03,FALSE,"Top 5","Entire home/apt",4,250,4.5,2,2,0.03,3,3,0,2019-08-06,"no",FALSE,"Entire rental unit",1000
2015-07-04,FALSE,"Top 5","Private room",2,70,4,5,2,0.07,1,1,0,2015-07-16,"no",FALSE,"Other",280
2013-07-09,FALSE,"Top 6-10","Entire home/apt",2,120,4.77,62,4,0.88,1,2,0,2020-02-23,"no",FALSE,"Entire rental unit",480
2012-07-24,FALSE,"Top 11-15","Private room",4,74,4.62,79,2,1.07,1,4,30,2018-08-13,"yes",FALSE,"Other",296
2015-07-05,FALSE,"Top 6-10","Entire home/apt",3,179,5,16,3,0.41,3,3,0,2019-03-18,"no",FALSE,"Entire rental unit",716
2014-03-27,FALSE,"Top 5","Entire home/apt",4,250,4.94,17,2,0.33,2,2,0,2019-07-30,"yes",FALSE,"Other",1000
2015-07-05,FALSE,"Top 6-10","Entire home/apt",2,95,4.63,8,3,0.11,1,2,0,2018-08-13,"no",FALSE,"Entire rental unit",380
2012-10-28,FALSE,"Top 6-10","Entire home/apt",4,195,4.88,42,2,0.57,2,2,0,2017-06-25,"no",FALSE,"Other",780
2014-02-23,FALSE,"Top 5","Private room",2,100,5,4,1,0.05,1,2,0,2015-07-24,"no",FALSE,"Private room in rental unit",400
2015-07-03,FALSE,"Top 6-10","Entire home/apt",4,225,4.33,6,4,0.08,2,2,0,2018-09-08,"no",FALSE,"Entire rental unit",900
2015-07-05,FALSE,"Remaining","Entire home/apt",5,140,4.81,21,2,0.29,3,3,0,2016-11-07,"no",FALSE,"Entire residential home",560
2015-01-10,FALSE,"Top 5","Entire home/apt",2,140,4.9,22,3,0.3,1,1,0,2017-09-04,"no",FALSE,"Entire rental unit",560
2013-11-09,FALSE,"Top 5","Entire home/apt",3,85,4.82,17,1,0.23,1,2,0,2016-01-03,"no",FALSE,"Entire rental unit",340
2015-07-05,FALSE,"Top 5","Entire home/apt",4,190,4.65,20,4,0.27,1,2,0,2017-01-02,"no",FALSE,"Entire rental unit",760
2015-01-24,FALSE,"Top 5","Entire home/apt",2,139,4.82,45,1,0.77,1,1,0,2019-04-29,"no",FALSE,"Entire rental unit",556
2015-07-05,FALSE,"Top 6-10","Private room",2,62,4.6,5,1,0.07,1,1,0,2015-07-27,"no",FALSE,"Private room in rental unit",248
2013-12-20,FALSE,"Top 6-10","Entire home/apt",2,225,4.56,58,1,0.79,2,2,30,2019-06-13,"no",TRUE,"Entire rental unit",900
2015-03-06,FALSE,"Top 5","Entire home/apt",2,100,4.8,5,2,0.07,1,1,0,2015-08-27,"no",FALSE,"Entire rental unit",400
2013-01-25,FALSE,"Remaining","Entire home/apt",4,115,5,1,1,0.01,2,2,0,2015-07-19,"no",FALSE,"Entire rental unit",460
2015-07-06,TRUE,"Top 5","Private room",2,76,4.87,525,1,8.47,1,1,17,2021-08-25,"yes",TRUE,"Other",304
2015-07-06,FALSE,"Remaining","Entire home/apt",5,79,4.73,22,3,0.41,3,3,0,2017-02-26,"no",FALSE,"Entire townhouse",316
2015-01-03,FALSE,"Top 5","Private room",2,97,4.33,3,1,0.04,1,1,0,2015-08-17,"no",FALSE,"Private room in rental unit",388
2013-09-10,FALSE,"Top 6-10","Entire home/apt",2,99,5,9,3,0.22,1,1,0,2018-10-03,"no",FALSE,"Entire rental unit",396
2015-07-06,FALSE,"Top 5","Entire home/apt",2,134,4.89,28,3,0.44,1,1,0,2017-06-04,"no",FALSE,"Entire rental unit",536
2015-07-06,FALSE,"Top 5","Shared room",2,65,5,1,1,0.01,1,1,0,2015-07-13,"no",FALSE,"Other",260
2015-07-07,FALSE,"Top 5","Entire home/apt",2,75,4,4,3,0.05,1,1,0,2016-08-14,"no",TRUE,"Entire rental unit",300
2014-08-13,FALSE,"Top 5","Entire home/apt",2,100,4.23,14,3,0.28,1,1,0,2018-10-28,"no",FALSE,"Entire rental unit",400
2015-07-07,FALSE,"Top 5","Entire home/apt",2,75,4.8,5,3,0.07,1,1,0,2016-07-19,"no",FALSE,"Entire rental unit",300
2011-10-10,FALSE,"Top 11-15","Private room",2,79,4.81,125,1,1.71,1,1,0,2019-08-16,"yes",FALSE,"Private room in rental unit",316
2015-02-27,FALSE,"Top 5","Entire home/apt",2,125,4.33,7,1,0.1,1,1,0,2016-07-29,"no",TRUE,"Entire townhouse",500
2015-07-07,FALSE,"Top 11-15","Private room",4,65,4.86,7,1,0.09,1,2,0,2015-09-03,"no",FALSE,"Private room in rental unit",260
2013-09-17,FALSE,"Top 11-15","Entire home/apt",2,100,4.92,24,2,0.36,1,1,0,2019-10-25,"no",FALSE,"Entire rental unit",400
2014-07-10,FALSE,"Top 5","Entire home/apt",2,90,5,9,2,0.15,1,1,0,2018-04-01,"no",FALSE,"Entire rental unit",360
2015-06-21,FALSE,"Top 6-10","Private room",2,88,4.8,25,1,0.33,1,1,0,2016-08-28,"no",FALSE,"Private room in rental unit",352
2014-10-05,TRUE,"Top 6-10","Private room",2,133,4.92,73,3,1.1,1,1,0,2019-10-19,"yes",FALSE,"Other",532
2015-07-08,FALSE,"Top 11-15","Private room",2,125,4.96,93,3,2.3,1,0,25,2020-03-16,"yes",FALSE,"Other",500
2015-07-08,FALSE,"Top 5","Entire home/apt",4,318,4.93,46,2,0.63,2,3,0,2019-06-10,"yes",TRUE,"Other",1272
2014-03-05,FALSE,"Top 5","Entire home/apt",2,150,4.64,39,3,0.84,1,1,0,2020-02-05,"no",FALSE,"Entire rental unit",600
2015-07-08,FALSE,"Top 5","Entire home/apt",2,100,4.3,37,2,0.51,1,1,0,2017-08-28,"no",FALSE,"Entire rental unit",400
2014-05-19,FALSE,"Top 5","Entire home/apt",8,550,4.63,8,2,0.12,4,4,0,2016-05-22,"no",FALSE,"Entire rental unit",2200
2015-01-20,FALSE,"Top 5","Entire home/apt",2,99,4.25,4,3,0.05,1,1,0,2015-08-17,"no",FALSE,"Entire rental unit",396
2015-07-09,FALSE,"Top 5","Private room",2,82,4.43,15,4,0.2,1,1,0,2015-08-21,"no",FALSE,"Private room in rental unit",328
2014-02-28,FALSE,"Top 6-10","Private room",2,60,4.88,56,4,0.75,1,1,0,2018-09-29,"no",FALSE,"Private room in rental unit",240
2015-03-30,FALSE,"Top 5","Entire home/apt",3,160,4.63,40,2,0.54,1,1,29,2020-03-01,"no",FALSE,"Entire rental unit",640
2014-09-19,FALSE,"Top 5","Entire home/apt",2,125,5,4,2,0.07,1,1,0,2017-02-19,"no",FALSE,"Other",500
2015-07-09,FALSE,"Top 11-15","Entire home/apt",2,80,4.91,11,3,0.17,1,0,0,2017-05-12,"no",FALSE,"Entire rental unit",320
2015-07-09,TRUE,"Top 6-10","Entire home/apt",2,150,4.75,16,2,0.22,2,3,0,2019-11-17,"no",FALSE,"Entire rental unit",600
2015-02-24,FALSE,"Top 5","Entire home/apt",4,250,4.67,6,3,0.1,4,6,0,2016-09-12,"no",FALSE,"Entire rental unit",1000
2011-10-28,FALSE,"Top 11-15","Entire home/apt",3,179,4.87,54,3,0.73,2,2,0,2019-09-09,"yes",FALSE,"Entire rental unit",716
2014-04-11,FALSE,"Top 11-15","Private room",2,65,4.64,14,2,0.19,1,1,0,2016-10-16,"no",FALSE,"Private room in rental unit",260
2011-03-20,FALSE,"Top 5","Entire home/apt",4,190,5,2,3,0.03,2,3,0,2015-10-21,"no",FALSE,"Entire townhouse",760
2015-07-10,FALSE,"Top 6-10","Entire home/apt",2,80,4.88,8,3,0.11,1,1,0,2016-11-24,"no",FALSE,"Entire rental unit",320
2015-07-01,FALSE,"Top 11-15","Entire home/apt",2,100,4,1,2,0.01,1,1,0,2015-09-14,"no",FALSE,"Entire rental unit",400
2015-07-10,FALSE,"Top 5","Entire home/apt",4,707,4.57,7,2,0.09,3,4,0,2017-06-18,"no",TRUE,"Entire townhouse",2828
2015-05-30,FALSE,"Top 11-15","Private room",2,54,5,2,2,0.03,1,1,0,2015-08-13,"no",FALSE,"Private room in rental unit",216
2015-07-06,TRUE,"Top 5","Private room",2,73,4.87,619,1,8.67,1,1,17,2021-08-14,"yes",TRUE,"Other",292
2015-06-02,FALSE,"Top 6-10","Entire home/apt",4,136,4.46,36,2,0.48,1,2,0,2017-03-20,"no",FALSE,"Entire rental unit",544
2015-07-11,FALSE,"Top 5","Entire home/apt",2,175,4.7,10,3,0.15,1,1,0,2017-01-01,"no",FALSE,"Entire rental unit",700
2015-07-11,FALSE,"Top 5","Entire home/apt",3,242,4.61,32,2,0.49,2,2,8,2019-11-02,"yes",FALSE,"Entire rental unit",968
2010-12-06,FALSE,"Top 5","Entire home/apt",2,83,4.76,17,4,0.45,1,2,0,2019-08-07,"yes",FALSE,"Entire rental unit",332
2015-07-12,FALSE,"Top 5","Entire home/apt",6,300,4.86,23,2,0.31,2,3,0,2019-08-14,"no",FALSE,"Entire residential home",1200
2013-05-11,TRUE,"Top 6-10","Entire home/apt",4,189,4.72,36,2,0.48,2,2,0,2019-09-09,"no",FALSE,"Entire rental unit",756
2010-03-20,FALSE,"Top 6-10","Entire home/apt",4,160,4.92,26,4,0.35,2,2,0,2018-09-05,"no",FALSE,"Other",640
2015-07-12,FALSE,"Top 6-10","Entire home/apt",2,86,5,1,3,0.02,1,1,0,2016-09-03,"no",FALSE,"Entire rental unit",344
2015-06-03,FALSE,"Top 6-10","Entire home/apt",2,120,4.71,25,2,0.6,1,1,0,2019-06-23,"no",FALSE,"Entire rental unit",480
2013-12-05,FALSE,"Top 11-15","Private room",2,92,4.74,39,1,0.54,1,1,30,2019-05-17,"yes",FALSE,"Private room in rental unit",368
2015-07-12,FALSE,"Top 6-10","Entire home/apt",3,129,4.75,8,2,0.11,2,2,0,2017-05-16,"no",FALSE,"Entire rental unit",516
2015-07-12,FALSE,"Top 6-10","Entire home/apt",2,125,4.57,30,2,0.4,2,4,0,2018-07-29,"no",FALSE,"Entire residential home",500
2012-07-06,FALSE,"Top 5","Entire home/apt",2,120,4.9,34,2,0.48,1,1,0,2018-01-23,"no",FALSE,"Entire rental unit",480
2014-11-13,FALSE,"Top 5","Entire home/apt",2,210,4.79,14,2,0.21,1,1,0,2019-07-14,"no",FALSE,"Entire rental unit",840
2014-08-08,FALSE,"Top 11-15","Entire home/apt",4,99,4.9,20,2,0.32,2,2,0,2017-06-19,"no",FALSE,"Entire rental unit",396
2014-06-20,FALSE,"Top 5","Private room",2,50,5,2,2,0.03,1,1,0,2015-07-20,"no",FALSE,"Private room in rental unit",200
2015-07-07,FALSE,"Top 5","Entire home/apt",2,155,4.97,35,3,0.49,1,1,0,2019-11-29,"no",FALSE,"Entire rental unit",620
2012-05-14,FALSE,"Top 6-10","Entire home/apt",5,231,4.78,32,3,0.49,4,4,0,2019-08-02,"yes",FALSE,"Other",924
2015-07-13,FALSE,"Top 5","Entire home/apt",4,300,4.92,12,3,0.19,2,2,0,2019-10-27,"no",FALSE,"Entire rental unit",1200
2013-05-20,FALSE,"Top 5","Entire home/apt",2,198,4.83,6,2,0.09,1,1,0,2017-10-09,"no",TRUE,"Entire residential home",792
2013-12-30,FALSE,"Top 6-10","Entire home/apt",4,225,5,2,2,0.03,3,4,0,2015-07-31,"no",FALSE,"Entire residential home",900
2012-04-14,FALSE,"Top 5","Entire home/apt",5,200,4.5,2,2,0.03,3,5,0,2015-10-26,"no",FALSE,"Entire rental unit",800
2015-07-14,FALSE,"Top 6-10","Entire home/apt",2,90,4.65,18,2,0.25,1,1,0,2018-01-29,"no",FALSE,"Entire rental unit",360
2014-04-22,FALSE,"Top 6-10","Private room",2,90,5,2,1,0.8,1,1,12,2021-08-18,"yes",TRUE,"Other",360
2015-06-02,FALSE,"Top 5","Entire home/apt",4,250,5,3,2,0.04,2,2,0,2015-08-31,"no",FALSE,"Entire rental unit",1000
2015-06-23,FALSE,"Top 5","Entire home/apt",4,175,4.96,23,3,0.46,3,4,0,2021-07-18,"yes",FALSE,"Other",700
2013-12-27,FALSE,"Remaining","Entire home/apt",4,130,5,10,4,0.2,2,2,0,2017-05-30,"no",FALSE,"Entire rental unit",520
2014-03-06,FALSE,"Top 5","Entire home/apt",2,155,4.8,25,2,0.34,1,1,0,2018-12-17,"no",FALSE,"Entire rental unit",620
2014-07-10,FALSE,"Top 6-10","Entire home/apt",2,89,4.79,14,2,0.19,1,1,0,2019-02-21,"no",FALSE,"Entire rental unit",356
2013-01-22,FALSE,"Top 6-10","Entire home/apt",3,181,5,11,4,0.46,2,2,6,2019-10-22,"no",FALSE,"Other",724
2015-07-15,FALSE,"Top 5","Entire home/apt",4,195,4.63,11,4,0.15,2,2,0,2018-07-18,"no",TRUE,"Entire rental unit",780
2012-07-26,FALSE,"Top 6-10","Entire home/apt",4,89,4.67,3,4,0.04,1,2,0,2015-12-07,"no",FALSE,"Entire rental unit",356
2013-12-04,FALSE,"Top 6-10","Entire home/apt",4,200,5,1,2,0.01,2,4,0,2015-07-26,"no",FALSE,"Entire rental unit",800
2014-10-11,FALSE,"Top 11-15","Entire home/apt",2,125,4.81,27,2,0.37,1,1,29,2017-10-15,"no",FALSE,"Entire rental unit",500
2015-04-11,FALSE,"Top 5","Entire home/apt",2,125,4.67,3,2,0.05,1,1,0,2017-07-18,"no",FALSE,"Entire rental unit",500
2015-07-15,FALSE,"Top 6-10","Entire home/apt",3,124,4.75,92,2,1.25,1,2,17,2019-07-14,"no",FALSE,"Entire rental unit",496
2012-08-10,FALSE,"Top 6-10","Entire home/apt",2,80,4.76,29,3,0.39,1,1,0,2017-07-27,"yes",FALSE,"Entire rental unit",320
2014-06-03,FALSE,"Top 6-10","Entire home/apt",2,171,4.89,55,2,0.77,2,2,4,2019-10-26,"yes",FALSE,"Entire rental unit",684
2015-07-10,FALSE,"Top 5","Entire home/apt",2,80,3.67,3,2,0.04,1,1,0,2015-08-08,"no",FALSE,"Entire rental unit",320
2013-04-04,FALSE,"Top 5","Entire home/apt",3,206,4.45,11,3,0.15,2,2,0,2019-08-16,"no",FALSE,"Entire rental unit",824
2015-07-17,FALSE,"Top 5","Entire home/apt",2,135,4.95,20,3,0.39,1,1,0,2019-09-16,"no",FALSE,"Entire rental unit",540
2014-08-17,FALSE,"Top 6-10","Private room",2,80,4.5,2,1,0.03,1,1,0,2015-08-09,"no",FALSE,"Private room in rental unit",320
2012-07-27,FALSE,"Top 6-10","Entire home/apt",2,120,5,1,3,0.05,1,1,0,2019-11-17,"no",FALSE,"Entire rental unit",480
2015-07-18,FALSE,"Top 5","Entire home/apt",4,300,4.5,7,2,0.12,2,2,0,2015-10-01,"no",FALSE,"Entire rental unit",1200
2015-06-13,FALSE,"Top 6-10","Private room",2,58,5,8,1,0.13,1,1,0,2017-02-19,"no",FALSE,"Private room in rental unit",232
2015-07-18,TRUE,"Top 11-15","Entire home/apt",4,150,4.78,40,1,0.54,3,3,0,2019-08-19,"yes",FALSE,"Entire rental unit",600
2011-12-06,FALSE,"Top 5","Entire home/apt",4,135,5,2,3,0.03,2,4,0,2016-10-29,"no",FALSE,"Entire rental unit",540
2014-03-11,FALSE,"Top 11-15","Entire home/apt",2,100,5,6,2,0.08,1,1,0,2017-11-26,"no",FALSE,"Entire rental unit",400
2013-01-08,FALSE,"Top 5","Entire home/apt",2,250,5,5,2,0.1,1,1,30,2018-09-18,"no",TRUE,"Entire rental unit",1000
2012-04-29,FALSE,"Top 11-15","Entire home/apt",3,100,5,5,2,0.08,2,1,0,2019-06-10,"no",FALSE,"Entire rental unit",400
2013-04-29,FALSE,"Top 5","Entire home/apt",2,144,5,25,2,0.34,1,1,0,2020-03-06,"no",FALSE,"Entire rental unit",576
2015-07-02,FALSE,"Top 6-10","Entire home/apt",2,80,4.92,19,1,0.3,1,1,0,2016-07-09,"no",FALSE,"Entire rental unit",320
2010-03-13,FALSE,"Top 5","Entire home/apt",4,125,4.68,20,3,1.47,2,2,0,2018-09-03,"no",TRUE,"Entire rental unit",500
2015-07-20,FALSE,"Top 5","Entire home/apt",5,335,4.89,19,2,0.31,3,3,0,2018-08-16,"no",FALSE,"Entire rental unit",1340
2011-04-19,TRUE,"Top 6-10","Entire home/apt",4,129,4.67,12,3,0.25,1,2,0,2019-10-02,"no",FALSE,"Entire rental unit",516
2015-07-20,FALSE,"Top 6-10","Entire home/apt",2,85,4.43,7,3,0.12,1,1,0,2016-12-29,"no",FALSE,"Entire rental unit",340
2015-07-20,FALSE,"Top 5","Private room",3,83,4.88,17,1,0.35,1,2,23,2019-10-23,"yes",TRUE,"Other",332
2015-07-20,FALSE,"Top 5","Private room",4,206,4.74,58,1,0.8,3,4,0,2019-11-30,"yes",TRUE,"Other",824
2015-07-20,TRUE,"Top 11-15","Entire home/apt",3,66,4.81,32,2,0.43,2,2,0,2019-12-31,"yes",FALSE,"Entire rental unit",264
2013-04-26,FALSE,"Top 11-15","Entire home/apt",2,110,5,12,2,0.17,1,2,0,2016-05-12,"no",FALSE,"Entire rental unit",440
2015-07-20,FALSE,"Top 6-10","Entire home/apt",2,98,4.85,41,3,0.58,1,1,11,2019-07-30,"yes",FALSE,"Entire rental unit",392
2014-04-16,FALSE,"Top 6-10","Entire home/apt",2,123,5,1,2,0.01,1,1,0,2015-09-15,"no",FALSE,"Entire rental unit",492
2011-11-26,FALSE,"Top 6-10","Entire home/apt",4,165,4.67,3,4,0.04,2,2,0,2016-03-29,"no",FALSE,"Entire rental unit",660
2014-03-26,FALSE,"Top 6-10","Entire home/apt",2,80,4.86,7,3,0.09,1,1,0,2016-09-26,"no",FALSE,"Entire rental unit",320
2012-03-08,FALSE,"Top 5","Entire home/apt",4,155,4.92,25,2,0.38,1,2,10,2017-06-26,"yes",FALSE,"Entire rental unit",620
2012-10-16,FALSE,"Top 6-10","Entire home/apt",2,79,4.92,24,1,0.36,1,1,3,2019-11-10,"yes",FALSE,"Entire rental unit",316
2014-04-22,FALSE,"Top 6-10","Private room",2,90,4,8,1,1.17,1,1,10,2021-09-01,"yes",TRUE,"Other",360
2015-07-20,TRUE,"Top 5","Entire home/apt",2,98,4.95,418,2,5.71,1,1,8,2021-07-31,"yes",TRUE,"Entire rental unit",392
2013-02-24,FALSE,"Top 6-10","Entire home/apt",2,140,4.85,20,2,0.27,1,1,0,2018-11-26,"yes",FALSE,"Entire rental unit",560
2014-01-15,FALSE,"Top 5","Entire home/apt",2,95,4.78,34,1,0.47,1,1,0,2017-10-22,"no",FALSE,"Entire rental unit",380
2014-07-11,FALSE,"Top 11-15","Entire home/apt",3,99,4.63,8,2,0.12,1,2,0,2015-08-11,"no",FALSE,"Entire rental unit",396
2015-07-21,FALSE,"Top 6-10","Entire home/apt",2,196,4.82,22,3,0.31,1,1,30,2019-06-12,"no",FALSE,"Entire rental unit",784
2015-07-21,TRUE,"Top 6-10","Private room",2,85,4.91,285,2,3.9,1,1,0,2020-02-01,"yes",FALSE,"Private room in rental unit",340
2015-07-21,FALSE,"Top 6-10","Entire home/apt",4,165,4.66,56,3,0.76,2,2,0,2019-06-02,"no",FALSE,"Other",660
2011-03-14,FALSE,"Top 6-10","Entire home/apt",2,106,4.6,5,2,0.09,1,1,0,2017-03-06,"no",FALSE,"Entire rental unit",424
2015-07-22,FALSE,"Top 6-10","Entire home/apt",2,165,5,1,2,0.02,1,2,0,2017-06-16,"no",FALSE,"Entire rental unit",660
2014-10-29,FALSE,"Top 5","Entire home/apt",2,100,5,1,2,0.01,1,1,0,2016-01-05,"no",FALSE,"Entire rental unit",400
2015-07-22,FALSE,"Top 5","Entire home/apt",4,125,4.88,8,2,0.17,2,2,0,2018-02-16,"no",TRUE,"Entire rental unit",500
2015-07-23,FALSE,"Top 5","Entire home/apt",4,200,4.41,78,1,1.09,2,2,28,2019-12-01,"no",FALSE,"Entire rental unit",800
2013-04-18,FALSE,"Top 6-10","Entire home/apt",2,90,4.8,25,3,0.48,1,1,0,2017-05-24,"no",FALSE,"Entire rental unit",360
2013-03-21,FALSE,"Top 5","Entire home/apt",2,125,4.83,6,4,0.11,1,1,0,2019-05-23,"no",FALSE,"Entire rental unit",500
2015-06-23,FALSE,"Top 5","Entire home/apt",2,125,4.92,13,3,0.18,1,1,0,2016-10-24,"no",FALSE,"Entire rental unit",500
2015-03-15,FALSE,"Top 11-15","Entire home/apt",4,140,4.83,7,3,0.13,3,4,0,2016-06-05,"yes",FALSE,"Entire townhouse",560
2014-01-07,FALSE,"Top 6-10","Entire home/apt",2,125,4.94,16,2,0.22,1,1,0,2017-09-16,"no",FALSE,"Entire rental unit",500
2014-10-28,TRUE,"Top 6-10","Private room",2,66,4.54,264,3,3.71,1,0,7,2020-01-28,"yes",FALSE,"Other",264
2014-04-01,FALSE,"Remaining","Entire home/apt",2,200,5,7,2,0.1,1,1,0,2018-08-26,"yes",FALSE,"Entire rental unit",800
2015-07-07,FALSE,"Top 11-15","Private room",2,75,4.5,6,1,0.08,1,1,0,2015-08-26,"no",FALSE,"Private room in rental unit",300
2013-10-23,FALSE,"Top 6-10","Entire home/apt",2,110,4.86,49,3,1.19,1,1,0,2021-08-14,"yes",FALSE,"Entire rental unit",440
2014-07-02,FALSE,"Top 11-15","Entire home/apt",4,180,4.5,4,3,0.06,2,2,0,2015-10-31,"no",FALSE,"Entire rental unit",720
2013-03-04,FALSE,"Top 11-15","Entire home/apt",4,130,4.57,14,2,0.19,2,2,0,2016-12-30,"no",FALSE,"Entire rental unit",520
