"host_since","host_is_superhost","neighbourhood_cleansed","room_type","accommodates","price","review_scores_rating","number_of_reviews","minimum_nights","reviews_per_month","bedrooms","beds","availability_30","last_review","license","instant_bookable","prop_type_simplified","price_4_nights"
2015-03-14,FALSE,"Top 5","Entire home/apt",4,235,5,3,3,0.11,2,2,0,2019-08-05,"no",FALSE,"Entire townhouse",940
2014-11-13,FALSE,"Top 11-15","Entire home/apt",4,175,5,6,2,0.22,2,2,0,2019-10-20,"no",FALSE,"Entire rental unit",700
2012-03-29,FALSE,"Top 5","Entire home/apt",2,135,4.69,32,1,1.27,1,1,3,2021-05-11,"yes",TRUE,"Entire townhouse",540
2012-03-29,FALSE,"Top 5","Entire home/apt",2,297,4.27,15,1,0.58,1,1,0,2021-05-28,"yes",TRUE,"Entire rental unit",1188
2012-03-29,FALSE,"Top 5","Entire home/apt",3,83,4.53,15,1,0.66,1,2,1,2020-03-03,"yes",TRUE,"Entire rental unit",332
2012-03-29,FALSE,"Top 5","Entire home/apt",2,135,4.81,21,1,0.94,1,1,6,2019-11-25,"yes",TRUE,"Entire townhouse",540
2016-02-17,FALSE,"Top 6-10","Entire home/apt",2,153,5,2,3,0.07,1,1,0,2019-09-09,"no",FALSE,"Entire rental unit",612
2019-05-02,FALSE,"Top 5","Entire home/apt",3,180,4.5,8,2,0.28,1,2,0,2019-09-13,"no",FALSE,"Entire rental unit",720
2019-05-03,TRUE,"Top 5","Entire home/apt",2,139,4.86,7,2,0.26,1,1,0,2020-01-26,"no",FALSE,"Entire rental unit",556
2014-05-12,FALSE,"Top 6-10","Entire home/apt",2,120,4.8,6,4,0.25,1,1,0,2019-07-15,"no",TRUE,"Entire rental unit",480
2016-01-25,TRUE,"Top 5","Entire home/apt",4,240,4.87,15,2,0.55,2,2,9,2021-07-11,"yes",FALSE,"Entire rental unit",960
2013-04-14,FALSE,"Top 5","Entire home/apt",2,199,5,1,2,0.04,1,1,0,2019-06-16,"no",FALSE,"Entire rental unit",796
2019-05-03,TRUE,"Top 5","Private room",2,85,4.75,51,1,2.03,1,1,0,2021-07-05,"no",TRUE,"Other",340
2012-09-26,FALSE,"Top 6-10","Entire home/apt",2,100,4.88,8,3,0.36,1,1,0,2019-08-24,"no",FALSE,"Entire rental unit",400
2014-10-19,FALSE,"Top 6-10","Entire home/apt",3,225,5,1,2,0.04,1,2,0,2019-06-02,"no",FALSE,"Entire rental unit",900
2016-05-04,TRUE,"Top 6-10","Entire home/apt",2,200,4.75,8,2,0.28,2,2,0,2019-09-10,"no",FALSE,"Entire rental unit",800
2013-01-22,FALSE,"Top 5","Private room",2,90,5,5,2,0.18,1,2,0,2019-09-14,"no",FALSE,"Other",360
2014-04-23,FALSE,"Top 5","Entire home/apt",6,275,5,3,4,0.12,4,4,0,2019-10-22,"no",FALSE,"Entire residential home",1100
2016-03-03,FALSE,"Top 6-10","Entire home/apt",2,199,5,2,2,0.07,1,1,0,2019-06-16,"no",FALSE,"Entire rental unit",796
2014-07-20,FALSE,"Top 6-10","Entire home/apt",2,150,4.75,4,2,0.16,1,1,0,2019-09-22,"no",FALSE,"Entire rental unit",600
2014-06-05,FALSE,"Top 5","Private room",2,65,3,1,2,0.07,1,1,5,2020-07-31,"no",FALSE,"Private room in rental unit",260
2013-06-16,FALSE,"Top 6-10","Entire home/apt",2,106,5,1,1,0.04,1,1,0,2019-11-10,"yes",FALSE,"Entire rental unit",424
2016-11-02,FALSE,"Top 5","Entire home/apt",5,200,5,5,4,0.22,3,5,0,2019-10-15,"no",FALSE,"Entire rental unit",800
2019-05-05,FALSE,"Remaining","Entire home/apt",2,87,5,2,2,0.07,1,1,0,2019-08-10,"yes",FALSE,"Entire rental unit",348
2015-11-13,FALSE,"Top 6-10","Entire home/apt",3,225,5,2,3,0.07,2,2,0,2020-02-16,"no",FALSE,"Entire rental unit",900
2014-08-04,FALSE,"Top 6-10","Entire home/apt",2,195,5,1,3,1,2,1,6,2021-08-21,"yes",FALSE,"Entire townhouse",780
2019-05-07,FALSE,"Top 5","Entire home/apt",2,150,5,10,3,1.2,1,1,4,2021-08-17,"yes",FALSE,"Entire rental unit",600
2013-06-03,FALSE,"Top 6-10","Entire home/apt",4,125,5,7,2,0.27,3,4,0,2019-08-10,"no",FALSE,"Entire townhouse",500
2016-01-27,FALSE,"Top 6-10","Entire home/apt",4,270,4.91,11,2,0.47,2,2,1,2019-12-31,"yes",FALSE,"Entire rental unit",1080
2014-09-29,TRUE,"Top 6-10","Entire home/apt",2,153,5,14,2,0.76,1,1,0,2020-08-23,"yes",FALSE,"Entire rental unit",612
2014-04-21,FALSE,"Top 5","Entire home/apt",2,220,5,3,2,0.11,1,1,0,2019-09-19,"no",TRUE,"Entire rental unit",880
2017-01-30,FALSE,"Top 6-10","Entire home/apt",2,134,4.88,8,2,0.3,1,1,1,2019-09-29,"no",TRUE,"Entire rental unit",536
2016-08-23,FALSE,"Top 6-10","Private room",3,50,4.33,54,3,2.08,1,2,0,2020-10-07,"no",TRUE,"Private room in rental unit",200
2016-01-09,FALSE,"Top 11-15","Entire home/apt",2,169,4.75,4,4,0.15,1,1,30,2019-05-23,"yes",FALSE,"Entire rental unit",676
2017-01-26,FALSE,"Top 6-10","Entire home/apt",4,400,5,2,2,0.07,3,3,27,2019-08-13,"no",FALSE,"Entire residential home",1600
2012-07-25,FALSE,"Top 6-10","Entire home/apt",4,140,5,2,2,0.08,2,2,0,2019-06-11,"no",FALSE,"Entire rental unit",560
2014-03-12,TRUE,"Top 6-10","Private room",2,96,4.85,89,3,3.18,1,1,0,2021-08-03,"yes",FALSE,"Other",384
2014-10-13,FALSE,"Top 5","Entire home/apt",3,160,5,4,1,0.14,1,2,21,2020-08-07,"yes",FALSE,"Entire rental unit",640
2016-08-23,FALSE,"Top 5","Entire home/apt",2,182,5,4,2,0.15,1,1,0,2019-07-17,"no",FALSE,"Other",728
2016-07-21,FALSE,"Top 11-15","Entire home/apt",4,150,5,8,2,0.32,2,2,30,2019-07-24,"yes",FALSE,"Entire residential home",600
2019-05-10,FALSE,"Top 11-15","Entire home/apt",4,135,5,6,2,0.25,3,3,0,2019-10-23,"yes",FALSE,"Entire residential home",540
2015-03-20,FALSE,"Top 6-10","Entire home/apt",2,40,5,4,1,0.14,1,1,0,2019-06-23,"no",TRUE,"Entire rental unit",160
2019-05-09,FALSE,"Top 5","Entire home/apt",4,200,5,3,4,0.11,2,4,0,2020-01-05,"no",FALSE,"Entire rental unit",800
2013-09-15,FALSE,"Top 5","Entire home/apt",2,225,5,1,3,0.04,1,1,0,2019-08-08,"no",FALSE,"Other",900
2012-07-17,FALSE,"Top 11-15","Entire home/apt",2,150,5,4,4,0.15,1,1,0,2019-07-11,"yes",FALSE,"Entire rental unit",600
2014-01-13,TRUE,"Top 6-10","Entire home/apt",2,145,4.79,14,2,0.52,1,1,0,2019-12-18,"no",TRUE,"Entire rental unit",580
2014-08-19,TRUE,"Top 5","Private room",4,293,4.93,45,2,2.19,2,3,15,2021-08-20,"yes",TRUE,"Other",1172
2012-10-24,FALSE,"Top 6-10","Entire home/apt",4,150,4.75,4,2,0.15,1,2,0,2020-01-02,"yes",FALSE,"Entire rental unit",600
2019-05-13,FALSE,"Top 6-10","Entire home/apt",2,130,5,4,1,0.15,1,1,0,2019-06-23,"no",FALSE,"Entire rental unit",520
2014-11-20,TRUE,"Top 6-10","Entire home/apt",4,200,5,8,4,0.3,2,4,0,2019-09-30,"no",FALSE,"Entire rental unit",800
2012-11-28,TRUE,"Top 6-10","Entire home/apt",4,149,5,6,2,0.23,2,2,0,2019-09-29,"yes",FALSE,"Other",596
2015-04-12,FALSE,"Remaining","Private room",2,60,5,1,2,0.04,1,1,30,2019-06-18,"no",FALSE,"Private room in rental unit",240
2014-02-18,FALSE,"Top 6-10","Entire home/apt",3,150,5,4,2,0.16,1,2,0,2020-01-02,"no",FALSE,"Entire rental unit",600
2015-07-24,FALSE,"Top 6-10","Entire home/apt",2,98,4.5,6,3,0.26,1,1,0,2019-12-22,"no",FALSE,"Entire residential home",392
2019-05-13,FALSE,"Top 11-15","Entire home/apt",4,199,4.89,18,2,0.72,2,2,0,2019-09-16,"no",FALSE,"Entire rental unit",796
2019-05-13,TRUE,"Top 6-10","Entire home/apt",4,329,4.88,8,2,0.32,3,4,0,2019-10-26,"yes",FALSE,"Entire rental unit",1316
2016-05-23,TRUE,"Top 6-10","Entire home/apt",2,145,4.78,9,4,0.32,1,1,0,2019-06-22,"no",TRUE,"Entire rental unit",580
2016-01-25,TRUE,"Top 6-10","Entire home/apt",2,149,5,5,2,0.18,1,1,0,2019-08-04,"no",TRUE,"Entire rental unit",596
2014-08-22,FALSE,"Top 5","Entire home/apt",2,120,4.5,4,1,0.15,1,2,0,2019-06-23,"no",FALSE,"Entire rental unit",480
2015-06-07,FALSE,"Top 6-10","Entire home/apt",2,179,5,10,2,0.36,1,1,0,2019-08-29,"no",FALSE,"Entire rental unit",716
2015-08-12,FALSE,"Top 5","Entire home/apt",4,150,5,11,2,0.43,1,1,0,2021-07-18,"yes",TRUE,"Entire rental unit",600
2012-04-27,FALSE,"Top 5","Entire home/apt",2,137,5,2,2,0.08,1,1,0,2019-08-28,"no",FALSE,"Entire rental unit",548
2019-05-15,FALSE,"Top 11-15","Entire home/apt",4,300,5,7,1,0.26,2,3,29,2019-06-23,"no",FALSE,"Entire rental unit",1200
2016-05-05,FALSE,"Top 5","Private room",4,114,4.5,22,2,0.85,1,1,27,2019-07-21,"no",FALSE,"Other",456
2015-02-25,TRUE,"Top 5","Entire home/apt",2,125,4.91,11,3,0.4,1,1,0,2019-12-08,"no",FALSE,"Entire rental unit",500
2016-01-18,FALSE,"Top 6-10","Entire home/apt",4,199,5,2,2,0.07,2,2,0,2019-06-16,"no",FALSE,"Entire rental unit",796
2019-05-15,FALSE,"Top 5","Entire home/apt",3,135,4.6,10,4,0.37,2,3,0,2019-07-05,"no",FALSE,"Entire rental unit",540
2015-07-21,FALSE,"Top 5","Entire home/apt",2,139,4.5,10,2,0.37,1,1,0,2019-07-23,"no",FALSE,"Entire rental unit",556
2019-05-09,FALSE,"Top 5","Private room",4,161,4.83,40,4,1.78,2,3,18,2021-04-18,"yes",FALSE,"Other",644
2013-08-11,FALSE,"Top 5","Private room",4,350,4.75,4,1,0.15,2,2,27,2019-06-15,"yes",FALSE,"Private room in rental unit",1400
2015-07-26,FALSE,"Top 6-10","Entire home/apt",2,110,5,4,3,0.17,1,1,0,2019-11-17,"no",FALSE,"Entire rental unit",440
2013-08-11,FALSE,"Top 5","Entire home/apt",4,350,4.57,7,1,0.3,2,2,24,2019-10-23,"yes",TRUE,"Entire rental unit",1400
2011-12-05,FALSE,"Top 5","Entire home/apt",4,225,5,4,2,0.19,1,1,0,2019-09-17,"no",FALSE,"Entire rental unit",900
2019-05-04,FALSE,"Top 5","Entire home/apt",4,232,4.92,13,1,0.58,3,4,0,2020-01-27,"no",TRUE,"Other",928
2015-08-12,FALSE,"Top 5","Entire home/apt",3,120,5,3,3,0.11,2,2,0,2019-06-27,"no",FALSE,"Entire rental unit",480
2014-02-11,FALSE,"Top 5","Entire home/apt",4,127,4.88,8,3,0.31,2,2,0,2019-07-25,"yes",FALSE,"Entire townhouse",508
2017-06-23,FALSE,"Top 11-15","Entire home/apt",2,130,5,4,3,0.14,1,1,0,2019-08-25,"no",FALSE,"Entire rental unit",520
2014-02-22,TRUE,"Top 5","Entire home/apt",2,150,5,15,2,12.16,1,1,0,2021-09-03,"yes",FALSE,"Entire rental unit",600
2016-10-12,FALSE,"Remaining","Entire home/apt",4,155,5,1,4,0.04,2,2,0,2019-08-13,"no",FALSE,"Entire rental unit",620
2019-05-19,FALSE,"Top 6-10","Entire home/apt",2,139,4.8,6,1,0.29,1,1,0,2019-08-12,"no",FALSE,"Entire rental unit",556
2019-05-20,FALSE,"Top 5","Private room",2,88,4.54,35,3,1.31,1,1,0,2019-09-19,"no",TRUE,"Private room in rental unit",352
2015-06-15,TRUE,"Top 5","Private room",4,249,4.93,15,4,1.1,2,4,29,2021-08-18,"yes",TRUE,"Private room in rental unit",996
2019-05-20,FALSE,"Top 5","Entire home/apt",4,150,4.55,11,3,0.41,1,2,0,2019-10-30,"no",TRUE,"Entire rental unit",600
2014-05-12,FALSE,"Top 11-15","Entire home/apt",2,100,4.67,4,2,0.16,1,1,16,2019-12-31,"no",FALSE,"Entire rental unit",400
2019-05-20,TRUE,"Top 6-10","Entire home/apt",3,149,4.89,19,3,0.73,1,1,30,2020-08-02,"no",TRUE,"Entire rental unit",596
2013-03-20,FALSE,"Top 11-15","Entire home/apt",3,120,5,12,2,0.66,2,2,1,2020-02-16,"yes",FALSE,"Entire rental unit",480
2019-05-20,FALSE,"Top 11-15","Private room",2,110,4.82,11,2,0.44,1,1,30,2019-09-07,"no",FALSE,"Private room in rental unit",440
2013-09-13,FALSE,"Top 6-10","Private room",2,79,5,3,2,0.12,1,1,29,2019-07-30,"no",FALSE,"Private room in rental unit",316
2019-05-19,FALSE,"Top 5","Entire home/apt",4,175,4.86,8,2,0.3,2,2,30,2019-11-17,"no",TRUE,"Entire residential home",700
2015-02-06,TRUE,"Top 6-10","Entire home/apt",4,329,4.88,8,3,0.3,2,2,0,2019-07-29,"no",TRUE,"Entire rental unit",1316
2016-01-22,FALSE,"Top 6-10","Entire home/apt",4,300,5,5,4,0.19,3,2,6,2019-08-25,"yes",FALSE,"Entire residential home",1200
2013-05-27,FALSE,"Top 5","Private room",2,50,4.85,13,2,0.51,1,1,0,2019-10-05,"no",TRUE,"Private room in rental unit",200
2019-05-23,FALSE,"Top 6-10","Entire home/apt",4,225,5,3,2,0.11,3,5,0,2019-09-08,"no",FALSE,"Other",900
2015-07-29,FALSE,"Top 6-10","Entire home/apt",4,167,4.75,4,2,0.16,3,1,0,2019-08-15,"no",FALSE,"Entire rental unit",668
2019-04-09,FALSE,"Top 6-10","Private room",2,110,4.32,28,2,1.01,1,1,0,2019-09-18,"no",TRUE,"Private room in rental unit",440
2015-11-16,TRUE,"Top 5","Entire home/apt",4,750,5,2,3,0.16,3,3,0,2021-07-12,"yes",TRUE,"Entire residential home",3000
2017-05-27,FALSE,"Top 5","Entire home/apt",2,130,5,3,3,0.11,1,1,0,2020-01-02,"no",FALSE,"Entire rental unit",520
2013-04-07,FALSE,"Remaining","Entire home/apt",2,109,5,2,4,0.07,1,1,0,2019-07-01,"no",FALSE,"Entire townhouse",436
2013-11-01,FALSE,"Top 6-10","Entire home/apt",2,142,5,4,2,0.17,1,1,0,2020-01-02,"no",FALSE,"Entire rental unit",568
2013-11-19,FALSE,"Top 6-10","Entire home/apt",2,175,5,11,3,0.41,1,1,11,2019-06-19,"yes",FALSE,"Entire rental unit",700
2017-06-16,FALSE,"Top 11-15","Entire home/apt",4,120,5,3,2,0.12,2,2,0,2019-08-15,"no",FALSE,"Entire residential home",480
2012-11-04,FALSE,"Top 5","Entire home/apt",2,140,5,5,2,0.18,1,1,0,2019-06-20,"no",FALSE,"Entire rental unit",560
2016-03-13,FALSE,"Top 6-10","Entire home/apt",2,500,4.67,3,1,0.12,1,2,0,2019-09-15,"no",TRUE,"Entire rental unit",2000
2018-10-21,FALSE,"Top 5","Entire home/apt",2,145,1,1,1,0.05,1,1,0,2020-02-13,"no",FALSE,"Entire rental unit",580
2013-09-20,FALSE,"Top 11-15","Entire home/apt",2,130,5,5,2,0.21,1,1,0,2019-06-24,"no",FALSE,"Entire rental unit",520
2013-11-07,FALSE,"Top 6-10","Private room",2,80,5,5,2,0.19,1,1,26,2019-11-17,"no",FALSE,"Private room in rental unit",320
2019-05-25,FALSE,"Top 11-15","Entire home/apt",4,300,5,1,2,0.04,2,2,0,2019-10-20,"no",TRUE,"Entire rental unit",1200
2019-05-26,FALSE,"Top 6-10","Private room",2,50,4.5,2,3,0.07,1,1,0,2020-01-06,"no",FALSE,"Private room in rental unit",200
2016-04-25,FALSE,"Top 5","Entire home/apt",5,395,5,2,3,0.08,3,4,0,2020-02-23,"yes",FALSE,"Entire townhouse",1580
2019-05-26,FALSE,"Top 6-10","Entire home/apt",2,200,4.67,18,2,0.8,1,1,0,2019-09-23,"no",TRUE,"Entire rental unit",800
2019-05-26,FALSE,"Top 6-10","Entire home/apt",2,299,5,1,2,0.04,1,1,0,2019-09-17,"no",FALSE,"Entire rental unit",1196
2018-06-22,FALSE,"Top 6-10","Entire home/apt",4,200,5,4,1,0.15,1,2,0,2019-06-24,"no",FALSE,"Entire rental unit",800
2016-12-27,TRUE,"Top 5","Private room",4,200,4.89,71,1,2.78,2,4,15,2021-08-11,"yes",TRUE,"Private room in rental unit",800
2019-05-27,FALSE,"Top 6-10","Private room",2,50,5,1,3,0.04,1,1,0,2019-08-12,"no",FALSE,"Private room in rental unit",200
2016-12-27,FALSE,"Top 5","Entire home/apt",4,341,4.5,2,3,0.09,2,2,22,2020-01-02,"yes",FALSE,"Entire rental unit",1364
2019-05-27,FALSE,"Top 11-15","Private room",2,80,4.83,59,2,2.17,1,1,5,2020-01-19,"yes",TRUE,"Other",320
2019-05-08,FALSE,"Top 6-10","Entire home/apt",2,114,5,3,2,0.12,1,1,0,2019-10-20,"no",FALSE,"Entire rental unit",456
2016-06-01,FALSE,"Top 5","Entire home/apt",2,150,4.67,6,2,0.22,1,0,0,2019-06-24,"no",TRUE,"Entire rental unit",600
2012-06-23,FALSE,"Top 5","Entire home/apt",4,250,5,2,3,0.08,2,2,0,2019-08-04,"no",FALSE,"Entire rental unit",1000
2015-09-06,FALSE,"Top 5","Entire home/apt",6,146,4.5,6,3,0.23,3,4,0,2019-08-09,"yes",FALSE,"Other",584
2017-04-30,FALSE,"Top 5","Private room",4,171,4.05,41,3,1.55,2,2,19,2021-07-18,"no",TRUE,"Private room in rental unit",684
2012-04-16,FALSE,"Top 6-10","Entire home/apt",2,85,5,1,3,1,1,1,1,2021-08-19,"yes",FALSE,"Entire rental unit",340
2019-04-22,FALSE,"Top 6-10","Entire home/apt",4,235,5,4,3,0.15,3,3,0,2020-02-18,"yes",FALSE,"Entire rental unit",940
2019-05-28,FALSE,"Top 5","Entire home/apt",2,500,4.5,2,2,0.07,1,1,0,2019-09-15,"no",TRUE,"Entire rental unit",2000
2019-05-28,FALSE,"Top 6-10","Entire home/apt",2,119,4.75,4,2,0.15,1,1,0,2019-07-15,"no",FALSE,"Entire rental unit",476
2015-06-07,FALSE,"Top 6-10","Entire home/apt",2,189,4.33,3,2,0.12,1,1,0,2019-06-30,"no",FALSE,"Other",756
2013-09-08,FALSE,"Top 6-10","Entire home/apt",2,230,5,2,1,0.09,1,1,28,2019-07-01,"no",FALSE,"Entire rental unit",920
2017-12-21,TRUE,"Top 11-15","Private room",2,90,4.63,8,3,0.3,1,1,29,2019-12-22,"yes",TRUE,"Private room in rental unit",360
2014-08-13,FALSE,"Top 6-10","Entire home/apt",4,180,5,4,1,0.15,1,2,4,2019-10-14,"yes",FALSE,"Entire rental unit",720
2014-02-18,FALSE,"Top 5","Private room",4,333,4.64,58,3,2.15,1,2,0,2020-03-04,"yes",FALSE,"Other",1332
2015-09-10,FALSE,"Remaining","Private room",2,50,4.75,73,1,2.67,1,1,4,2020-02-29,"yes",TRUE,"Private room in rental unit",200
2018-07-19,FALSE,"Top 6-10","Entire home/apt",2,80,5,4,3,0.15,1,1,0,2019-07-13,"no",FALSE,"Entire rental unit",320
2019-03-10,FALSE,"Top 6-10","Entire home/apt",3,140,5,5,2,0.2,2,2,0,2019-08-18,"no",TRUE,"Entire rental unit",560
2016-06-20,TRUE,"Remaining","Entire home/apt",4,225,5,7,2,0.28,3,5,0,2020-01-07,"yes",FALSE,"Entire rental unit",900
2019-05-22,FALSE,"Top 11-15","Private room",2,80,1,1,1,0.04,1,2,0,2019-06-20,"no",FALSE,"Private room in rental unit",320
2018-07-03,FALSE,"Top 5","Entire home/apt",4,420,5,2,2,0.07,2,2,30,2019-09-16,"no",FALSE,"Entire residential home",1680
2015-07-21,FALSE,"Remaining","Entire home/apt",4,111,4.5,6,2,0.22,2,2,0,2019-06-29,"no",FALSE,"Entire rental unit",444
2011-04-10,FALSE,"Top 6-10","Entire home/apt",3,90,5,2,3,0.08,2,2,0,2019-07-21,"yes",FALSE,"Entire rental unit",360
2015-10-18,TRUE,"Top 6-10","Entire home/apt",2,130,4.92,24,2,0.89,1,1,4,2020-07-12,"yes",FALSE,"Entire rental unit",520
2014-06-30,FALSE,"Top 11-15","Entire home/apt",4,175,5,4,1,0.15,2,2,0,2019-06-26,"no",FALSE,"Entire rental unit",700
2014-02-05,FALSE,"Top 6-10","Entire home/apt",4,180,5,1,3,0.04,1,1,0,2019-06-24,"no",FALSE,"Entire residential home",720
2014-08-15,FALSE,"Top 5","Entire home/apt",6,200,5,2,3,0.09,3,5,0,2020-01-05,"no",FALSE,"Entire residential home",800
2016-11-30,FALSE,"Top 6-10","Entire home/apt",2,145,5,5,3,0.25,1,1,0,2019-07-05,"no",FALSE,"Entire rental unit",580
2015-10-08,FALSE,"Top 6-10","Entire home/apt",4,175,5,5,3,0.2,3,4,0,2020-02-23,"no",FALSE,"Entire rental unit",700
2018-04-21,FALSE,"Top 6-10","Entire home/apt",4,107,4.8,5,3,0.36,2,3,0,2020-07-14,"no",FALSE,"Entire townhouse",428
2017-11-05,FALSE,"Top 5","Entire home/apt",4,215,5,12,3,8.78,3,3,0,2021-07-22,"yes",FALSE,"Entire rental unit",860
2018-07-20,TRUE,"Top 6-10","Hotel room",2,144,4.88,17,1,0.67,1,1,21,2020-03-06,"yes",TRUE,"Other",576
2019-05-28,TRUE,"Top 11-15","Private room",2,50,5,18,2,0.75,1,1,0,2020-03-02,"no",FALSE,"Private room in rental unit",200
2014-02-04,FALSE,"Top 6-10","Entire home/apt",2,165,5,3,4,0.12,1,1,0,2019-12-01,"no",FALSE,"Entire rental unit",660
2016-09-14,FALSE,"Top 6-10","Entire home/apt",2,137,4.58,12,3,0.48,1,0,14,2019-11-09,"yes",FALSE,"Entire rental unit",548
2018-07-16,FALSE,"Top 5","Private room",2,70,4.5,14,2,0.68,1,1,1,2020-01-26,"no",FALSE,"Private room in rental unit",280
2013-06-20,FALSE,"Top 5","Private room",2,90,5,6,2,0.22,1,2,15,2019-06-05,"no",FALSE,"Other",360
2016-01-27,FALSE,"Top 5","Entire home/apt",2,199,5,1,3,0.07,1,1,2,2020-07-19,"yes",TRUE,"Entire rental unit",796
2019-06-03,FALSE,"Top 5","Entire home/apt",4,185,5,5,3,0.19,4,4,0,2019-08-18,"no",FALSE,"Entire rental unit",740
2013-08-03,FALSE,"Top 5","Entire home/apt",4,229,4.8,5,2,0.24,2,2,0,2020-02-16,"no",TRUE,"Entire rental unit",916
2017-02-28,FALSE,"Remaining","Private room",3,80,5,5,2,0.18,1,2,0,2019-06-16,"no",FALSE,"Other",320
2016-09-20,TRUE,"Top 6-10","Entire home/apt",2,179,4.92,12,2,0.44,1,1,0,2019-07-28,"no",TRUE,"Entire rental unit",716
2019-05-31,FALSE,"Top 5","Entire home/apt",2,217,5,7,3,0.27,1,1,20,2021-08-21,"yes",FALSE,"Entire rental unit",868
2016-06-29,FALSE,"Top 5","Entire home/apt",4,181,5,4,3,0.17,2,2,3,2019-09-16,"yes",FALSE,"Entire rental unit",724
2019-06-04,FALSE,"Top 5","Entire home/apt",6,329,4.5,6,3,0.23,3,4,0,2019-07-11,"no",TRUE,"Entire rental unit",1316
2014-01-27,FALSE,"Top 6-10","Entire home/apt",2,100,3,1,2,0.05,1,1,0,2019-12-28,"no",TRUE,"Entire rental unit",400
2015-12-08,FALSE,"Top 11-15","Private room",2,65,4.5,4,3,0.15,1,1,0,2019-08-04,"no",FALSE,"Private room in rental unit",260
2014-07-16,TRUE,"Top 6-10","Entire home/apt",2,139,4.94,17,2,1.34,1,1,9,2021-07-30,"no",FALSE,"Entire rental unit",556
2019-05-01,TRUE,"Top 6-10","Hotel room",2,112,4.74,68,1,2.67,1,1,28,2021-08-05,"yes",TRUE,"Other",448
2019-05-01,TRUE,"Top 6-10","Hotel room",6,890,5,1,1,0.3,2,3,3,2021-05-30,"yes",TRUE,"Other",3560
2019-06-05,FALSE,"Remaining","Entire home/apt",6,240,4.77,22,3,0.85,3,4,7,2019-10-26,"no",TRUE,"Other",960
2013-08-27,FALSE,"Top 6-10","Entire home/apt",4,395,4.86,7,3,0.28,2,4,0,2019-10-10,"no",FALSE,"Entire rental unit",1580
2019-06-05,FALSE,"Top 6-10","Entire home/apt",4,163,3,2,3,0.08,3,3,0,2019-07-24,"no",FALSE,"Entire rental unit",652
2015-06-18,FALSE,"Top 6-10","Entire home/apt",5,199,4.92,12,2,0.58,4,4,0,2021-08-11,"yes",FALSE,"Entire rental unit",796
2015-12-30,FALSE,"Top 5","Entire home/apt",2,250,5,2,3,0.07,2,1,0,2019-08-24,"no",FALSE,"Entire rental unit",1000
2017-12-23,FALSE,"Top 5","Private room",4,99,4.5,2,3,0.08,2,3,0,2019-06-24,"no",TRUE,"Other",396
2017-12-23,FALSE,"Top 5","Private room",4,95,2,1,1,0.04,1,2,0,2019-07-10,"no",TRUE,"Other",380
2017-12-23,FALSE,"Top 5","Private room",4,143,3,2,1,0.09,1,2,0,2020-03-14,"no",TRUE,"Other",572
2017-12-23,FALSE,"Top 5","Private room",4,143,3,1,1,0.05,1,2,0,2020-01-11,"no",TRUE,"Other",572
2011-06-14,FALSE,"Top 5","Entire home/apt",4,295,5,22,2,0.86,1,2,0,2021-09-06,"no",FALSE,"Other",1180
2016-07-12,FALSE,"Top 11-15","Entire home/apt",2,120,5,1,3,0.46,1,1,0,2021-07-05,"no",TRUE,"Entire rental unit",480
2019-06-06,FALSE,"Top 11-15","Entire home/apt",2,130,5,2,2,0.07,1,1,0,2019-07-22,"no",FALSE,"Entire rental unit",520
2015-06-10,FALSE,"Top 6-10","Entire home/apt",4,280,5,1,4,0.04,2,3,29,2019-10-27,"no",FALSE,"Entire townhouse",1120
2016-12-29,FALSE,"Top 11-15","Entire home/apt",2,66,4.86,7,1,0.3,1,1,0,2020-02-16,"no",FALSE,"Entire rental unit",264
2015-01-31,FALSE,"Top 6-10","Entire home/apt",2,120,5,3,3,0.12,2,1,0,2020-01-02,"yes",FALSE,"Entire rental unit",480
2013-03-18,FALSE,"Remaining","Entire home/apt",2,115,5,8,2,0.3,1,1,0,2019-10-12,"no",FALSE,"Entire rental unit",460
2014-06-08,FALSE,"Top 6-10","Entire home/apt",2,150,4.71,7,3,0.3,1,1,0,2019-11-16,"no",FALSE,"Entire rental unit",600
2016-04-23,FALSE,"Remaining","Private room",2,99,5,2,2,0.07,1,1,0,2019-06-30,"no",FALSE,"Private room in rental unit",396
2013-06-09,FALSE,"Top 11-15","Entire home/apt",2,90,5,3,1,0.11,1,1,0,2019-09-16,"no",FALSE,"Entire rental unit",360
2014-08-05,FALSE,"Top 5","Private room",2,150,5,3,1,0.13,1,1,0,2019-06-30,"no",FALSE,"Private room in rental unit",600
2012-07-17,FALSE,"Top 5","Entire home/apt",3,175,4.67,3,3,0.12,2,2,0,2019-08-03,"no",FALSE,"Entire rental unit",700
2016-06-20,FALSE,"Top 6-10","Entire home/apt",4,375,4,1,3,0.04,3,4,0,2019-08-02,"no",FALSE,"Entire rental unit",1500
2015-03-11,TRUE,"Top 11-15","Entire home/apt",7,420,4.88,8,3,0.31,4,6,0,2020-01-03,"no",FALSE,"Entire residential home",1680
2015-06-05,FALSE,"Top 5","Entire home/apt",4,120,4.88,8,3,0.31,3,4,0,2021-07-19,"yes",FALSE,"Entire rental unit",480
2015-01-30,FALSE,"Top 11-15","Entire home/apt",4,200,5,1,4,0.04,2,2,0,2019-09-20,"no",FALSE,"Entire rental unit",800
